rn,kddept,kdsatker,nmsatker,no_rekening,unit,saldo_akhir,kdbank,tgl_transaksi,updated_at
8739,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,17618132169,009,2022-01-01,2022-12-13 10:22:11
8740,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0000501300007554,RSUP Dr Sardjito,89522935,200,2021-12-31,2022-12-13 10:17:51
8741,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,-93649198,022,2021-12-31,2022-12-13 10:19:08
8742,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,142830327315,002,2021-12-31,2022-12-13 10:18:29
8743,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,-7391773870,112,2021-12-31,2022-12-13 10:21:30
8744,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,0,441,2021-12-31,2022-12-13 10:18:30
8745,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,17618132169,009,2021-12-31,2022-12-13 10:19:07
8746,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,216850002357,008,2021-12-31,2022-12-13 10:21:29
8747,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,4457405041,014,2021-12-31,2022-12-13 10:18:29
8748,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,215929158967,008,2021-12-30,2022-12-13 10:17:06
8749,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,17609586763,009,2021-12-30,2022-12-13 10:14:37
8750,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,-93649198,022,2021-12-30,2022-12-13 10:13:18
8751,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0000501300007554,RSUP Dr Sardjito,89502347,200,2021-12-30,2022-12-13 10:17:07
8752,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,142780665381,002,2021-12-30,2022-12-13 10:17:45
8753,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,4454594718,014,2021-12-30,2022-12-13 10:17:07
8754,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,-7391773870,112,2021-12-30,2022-12-13 10:17:45
8755,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,0,441,2021-12-30,2022-12-13 10:17:45
8756,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,4454227293,014,2021-12-29,2022-12-13 10:11:50
8757,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,-93649198,022,2021-12-29,2022-12-13 10:11:57
8758,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,142730104731,002,2021-12-29,2022-12-13 10:12:37
8759,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,210068807898,008,2021-12-29,2022-12-13 10:09:53
8760,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,0,441,2021-12-29,2022-12-13 10:09:15
8761,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,142730104731,002,2021-12-29,2022-12-13 10:12:37
8762,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,210068807898,008,2021-12-29,2022-12-13 10:09:53
8763,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,0,441,2021-12-29,2022-12-13 10:09:15
8764,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,4451279501,014,2021-12-28,2022-12-13 10:05:42
8765,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,-93649198,022,2021-12-28,2022-12-13 10:05:02
8766,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,17604752451,009,2021-12-28,2022-12-13 10:05:02
8767,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,0,441,2021-12-28,2022-12-13 10:05:02
8768,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,-7391773870,112,2021-12-28,2022-12-13 10:07:42
8769,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,142605987251,002,2021-12-28,2022-12-13 10:05:43
8770,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0000501300007554,RSUP Dr Sardjito,89502347,200,2021-12-28,2022-12-13 10:05:41
8771,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,209753185488,008,2021-12-28,2022-12-13 10:04:07
8772,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0000501300007554,RSUP Dr Sardjito,89502347,200,2021-12-27,2022-12-13 10:00:02
8773,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,-93649198,022,2021-12-27,2022-12-13 09:59:23
8774,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,4450737043,014,2021-12-27,2022-12-13 10:03:21
8775,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,-7391773870,112,2021-12-27,2022-12-13 10:01:20
8776,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,209159868961,008,2021-12-27,2022-12-13 10:03:20
8777,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,142549679151,002,2021-12-27,2022-12-13 10:00:01
8778,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,0,441,2021-12-27,2022-12-13 10:00:02
8779,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,17603750951,009,2021-12-27,2022-12-13 09:59:23
8780,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,17602860951,009,2021-12-26,2022-12-13 09:56:58
8781,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,4447456652,014,2021-12-26,2022-12-13 09:56:08
8782,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,0,441,2021-12-26,2022-12-13 09:56:00
8783,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0000501300007554,RSUP Dr Sardjito,89502347,200,2021-12-26,2022-12-13 09:56:59
8784,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,142302612838,002,2021-12-26,2022-12-13 09:57:37
8785,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,-93649198,022,2021-12-26,2022-12-13 09:58:24
8786,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,138002210117,008,2021-12-26,2022-12-13 09:57:40
8787,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,-7391773870,112,2021-12-26,2022-12-13 09:56:47
8788,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0000501300007554,RSUP Dr Sardjito,89502347,200,2021-12-25,2022-12-13 09:53:15
8789,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,0,441,2021-12-25,2022-12-13 09:53:11
8790,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,138001807136,008,2021-12-25,2022-12-13 09:53:14
8791,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,142302612838,002,2021-12-25,2022-12-13 09:54:37
8792,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,4447456652,014,2021-12-25,2022-12-13 09:55:53
8793,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,17602860951,009,2021-12-25,2022-12-13 09:53:50
8794,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,-7391773870,112,2021-12-25,2022-12-13 09:55:15
8795,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,-93649198,022,2021-12-25,2022-12-13 09:54:02
8796,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,0,441,2021-12-24,2022-12-13 09:52:57
8797,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,4447456652,014,2021-12-24,2022-12-13 09:50:43
8798,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,-93649198,022,2021-12-24,2022-12-13 09:50:00
8799,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,142231568418,002,2021-12-24,2022-12-13 09:48:09
8800,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,-7391773870,112,2021-12-24,2022-12-13 09:52:18
8801,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,-93649198,022,2021-12-24,2022-12-13 09:50:00
8802,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,142231568418,002,2021-12-24,2022-12-13 09:48:09
8803,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,-7391773870,112,2021-12-24,2022-12-13 09:52:18
8804,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,4446939164,014,2021-12-23,2022-12-13 09:46:00
8805,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,-93649198,022,2021-12-23,2022-12-13 09:43:17
8806,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,142168083813,002,2021-12-23,2022-12-13 09:45:14
8807,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0000501300007554,RSUP Dr Sardjito,89502347,200,2021-12-23,2022-12-13 09:47:15
8808,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,17600608953,009,2021-12-23,2022-12-13 09:45:15
8809,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,187587775229,008,2021-12-23,2022-12-13 09:45:58
8810,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,-7391773870,112,2021-12-23,2022-12-13 09:43:52
8811,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,0,441,2021-12-23,2022-12-13 09:45:15
8812,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0000501300007554,RSUP Dr Sardjito,89502347,200,2021-12-22,2022-12-13 09:43:04
8813,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,0,441,2021-12-22,2022-12-13 09:43:04
8814,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,-93649198,022,2021-12-22,2022-12-13 09:42:28
8815,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,-7391773870,112,2021-12-22,2022-12-13 09:41:10
8816,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,142115858063,002,2021-12-22,2022-12-13 09:43:03
8817,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,181422797714,008,2021-12-22,2022-12-13 09:39:18
8818,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,4441301827,014,2021-12-22,2022-12-13 09:43:03
8819,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,17600608953,009,2021-12-22,2022-12-13 09:41:09
8820,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,180588847617,008,2021-12-21,2022-12-13 09:35:25
8821,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,-93649198,022,2021-12-21,2022-12-13 09:37:23
8822,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,-7395161575,112,2021-12-21,2022-12-13 09:37:21
8823,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,142035113713,002,2021-12-21,2022-12-13 09:36:40
8824,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0000501300007554,RSUP Dr Sardjito,89502347,200,2021-12-21,2022-12-13 09:36:41
8825,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,0,441,2021-12-21,2022-12-13 09:35:25
8826,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,17579848753,009,2021-12-21,2022-12-13 09:38:01
8827,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,4441173827,014,2021-12-21,2022-12-13 09:38:31
8828,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,234903704159,008,2021-12-20,2022-12-13 09:29:34
8829,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,4440759329,014,2021-12-20,2022-12-13 09:31:27
8830,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,17557154612,009,2021-12-20,2022-12-13 09:30:50
8831,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,-7395161575,112,2021-12-20,2022-12-13 09:32:44
8832,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,-93649198,022,2021-12-20,2022-12-13 09:32:45
8833,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0000501300007554,RSUP Dr Sardjito,89502347,200,2021-12-20,2022-12-13 09:32:44
8834,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,141990471713,002,2021-12-20,2022-12-13 09:30:11
8835,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,0,441,2021-12-20,2022-12-13 09:32:45
8836,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0000501300007554,RSUP Dr Sardjito,89502347,200,2021-12-19,2022-12-13 09:28:10
8837,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,-93649198,022,2021-12-19,2022-12-13 09:28:12
8838,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,4439546413,014,2021-12-19,2022-12-13 09:27:34
8839,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,141773344386,002,2021-12-19,2022-12-13 09:28:13
8840,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,-7395161575,112,2021-12-19,2022-12-13 09:29:27
8841,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,4439546413,014,2021-12-19,2022-12-13 09:27:34
8842,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,141773344386,002,2021-12-19,2022-12-13 09:28:13
8843,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,-7395161575,112,2021-12-19,2022-12-13 09:29:27
8844,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,141773344386,002,2021-12-18,2022-12-13 09:26:47
8845,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,230180029194,008,2021-12-18,2022-12-13 09:24:54
8846,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,0,441,2021-12-18,2022-12-13 09:25:33
8847,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,4439546413,014,2021-12-18,2022-12-13 09:26:16
8848,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,-93649198,022,2021-12-18,2022-12-13 09:26:08
8849,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,17557154612,009,2021-12-18,2022-12-13 09:26:12
8850,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,-7395161575,112,2021-12-18,2022-12-13 09:24:58
8851,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0000501300007554,RSUP Dr Sardjito,89502347,200,2021-12-18,2022-12-13 09:24:56
8852,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,141739451286,002,2021-12-17,2022-12-13 09:22:59
8853,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,-93649198,022,2021-12-17,2022-12-13 09:22:24
8854,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0000501300007554,RSUP Dr Sardjito,89502347,200,2021-12-17,2022-12-13 09:23:40
8855,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,0,441,2021-12-17,2022-12-13 09:21:46
8856,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,230099624704,008,2021-12-17,2022-12-13 09:23:39
8857,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,-7395161575,112,2021-12-17,2022-12-13 09:24:12
8858,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,4439546413,014,2021-12-17,2022-12-13 09:22:21
8859,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,17557154612,009,2021-12-17,2022-12-13 09:24:12
8860,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,229838052921,008,2021-12-16,2022-12-13 09:19:13
8861,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,0,441,2021-12-16,2022-12-13 09:19:53
8862,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,141649566606,002,2021-12-16,2022-12-13 09:16:07
8863,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,4439546413,014,2021-12-16,2022-12-13 09:17:59
8864,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,-7395161575,112,2021-12-16,2022-12-13 09:19:13
8865,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0000501300007554,RSUP Dr Sardjito,89502347,200,2021-12-16,2022-12-13 09:16:10
8866,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,17556704612,009,2021-12-16,2022-12-13 09:19:11
8867,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,-93649198,022,2021-12-16,2022-12-13 09:19:11
8868,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,141601538388,002,2021-12-15,2022-12-13 09:14:45
8869,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,-93649198,022,2021-12-15,2022-12-13 09:11:40
8870,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,17555327537,009,2021-12-15,2022-12-13 09:15:57
8871,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,-7395161575,112,2021-12-15,2022-12-13 09:12:19
8872,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0000501300007554,RSUP Dr Sardjito,89502347,200,2021-12-15,2022-12-13 09:11:40
8873,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,4439546413,014,2021-12-15,2022-12-13 09:12:57
8874,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,0,441,2021-12-15,2022-12-13 09:11:39
8875,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,211020131942,008,2021-12-15,2022-12-13 09:12:53
8876,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,141545030333,002,2021-12-14,2022-12-13 09:10:20
8877,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,4439443413,014,2021-12-14,2022-12-13 09:08:34
8878,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,-7395161575,112,2021-12-14,2022-12-13 09:10:58
8879,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,17555327537,009,2021-12-14,2022-12-13 09:07:12
8880,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,210010636641,008,2021-12-14,2022-12-13 09:07:12
8881,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,-7395161575,112,2021-12-14,2022-12-13 09:10:58
8882,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,17555327537,009,2021-12-14,2022-12-13 09:07:12
8883,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,210010636641,008,2021-12-14,2022-12-13 09:07:12
8884,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,208881057620,008,2021-12-13,2022-12-13 09:03:26
8885,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,-7395161575,112,2021-12-13,2022-12-13 09:03:28
8886,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,-93649198,022,2021-12-13,2022-12-13 09:06:34
8887,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,4438720865,014,2021-12-13,2022-12-13 09:03:27
8888,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0000501300007554,RSUP Dr Sardjito,89502347,200,2021-12-13,2022-12-13 09:04:04
